item_id,strategy_name,primary_url,author,source_hash,lineage_id,lineage_representative_item_id,lineage_size,nearest_item_id,relation,source_similarity,core_function_similarity,shared_post,shared_author
2024年度精选策略/24.凑波热闹，也来试试多因子线性回归.txt,凑波热闹，也来试试多因子线性回归,https://www.joinquant.com/post/42371,Plisking,109cacd7599ed1dab86125a80944325ba11785966ad4310b7cd148d9eb8b18b2,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/1.差不多得了.txt,near-duplicate,0.980695,0.789474,false,false
2024年度精选策略/25.低价股优化，18年至今10625.40%，已加防未来函数.txt,低价股优化，18年至今10625.40%，已加防未来函数,https://www.joinquant.com/post/40992,南国草,978c9fc1d93d3f13abd44c35087ceeb380de26589d9a41adc4cead8b49d36213,L-a0d3ac0c0c,2024年度精选策略/25.低价股优化，18年至今10625.40%，已加防未来函数.txt,1,2022年度精选策略/83.开盘幅度决定日内方向.txt,independent,0.136761,0.111111,false,false
2024年度精选策略/26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,【深度解析 六】高股息率-低PEG-低股价 模型,https://www.joinquant.com/post/44487,加百力,feff949ebb96cba9303c0ace417e19e74176facc0ce123771d2973e05528f623,L-0ab99f21c2,2024年度精选策略/26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,1,聚宽2026年精选/84正黄旗大妈选股改进-加入涨停卖出后的买入，提高资金利用率.txt,independent,0.471147,0.043478,false,false
2024年度精选策略/27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,根据大小盘相对强弱选择合适的板块股票进行交易,https://www.joinquant.com/post/43540,Jacobb75,01ce83c39ac4caa4477fae52620247d742eb122c6ea2433e354e2d8b401d889d,L-f23475d636,2024年度精选策略/27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,1,聚宽2026年精选/65搭建量化交易模型从零开始——择时，选股，仓位管理和因子分析.txt,independent,0.213413,0.0,false,true
2024年度精选策略/28.正黄旗大妈选股法，修改版，年化92%.txt,正黄旗大妈选股法，修改版，年化92%,https://www.joinquant.com/post/40139,oupian,37f9f568b32f1078cc7d9e1a7d8836c1c5224451b0c2aaabd20d7affeeaaf3ae,L-19516ec5a2,2024年度精选策略/28.正黄旗大妈选股法，修改版，年化92%.txt,1,2022年度精选策略/22.菜场大妈选股法.txt,independent,0.622189,0.470588,false,false
2024年度精选策略/29.高增股池小市值轮动.txt,高增股池小市值轮动,https://www.joinquant.com/post/45110,倚A听风雨,2928d565bad76d0a84fa85751b072c570c7b9b39880f6e7000c52b1edac95f19,L-1d728c4166,2024年度精选策略/29.高增股池小市值轮动.txt,2,聚宽2026年精选/46高增股池小市值轮动.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,【回顾3】ETF策略之核心资产轮动,https://www.joinquant.com/post/42673,wywy1995,7f1eecf4411183cecb8992a6574a7d3f340a1e28645a522028040c1a88bfea96,L-7befed3d72,2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,2,2024年度精选策略/43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt,near-duplicate,0.854251,0.2,false,false
2024年度精选策略/30.挖掘中国特色的估值体系投资机会，年化150%+.txt,挖掘中国特色的估值体系投资机会，年化150%+,https://www.joinquant.com/post/41763,子匀,d2ab46bd7c844456864c0eb2c6165d7c980f9ecbf8ef91fe4d73ac36181ae8ed,L-547077e43c,2024年度精选策略/30.挖掘中国特色的估值体系投资机会，年化150%+.txt,1,2024年度精选策略/71.小试多因子策略，年化65%.txt,independent,0.418322,0.25,false,false
2024年度精选策略/31.动量因子加RSRS择时和ETF轮动每日调仓.txt,动量因子加RSRS择时和ETF轮动每日调仓,https://www.joinquant.com/post/42949,wentaogg,c3125ab58fbd480740b796d1cec90110b12066cd05ef9521f0369cc9897d6b32,L-f270e5d2b5,2024年度精选策略/31.动量因子加RSRS择时和ETF轮动每日调仓.txt,1,2025年度精选策略/88.基于动量因子的ETF轮动加上RSRS择时.txt,independent,0.560766,0.266667,false,false
2024年度精选策略/32.非线性市值（非小市值）组合4只.txt,非线性市值（非小市值）组合4只,https://www.joinquant.com/post/42211,璐璐202006,c0d3da73098e9c09de7c0a78cefbce512ab8890eecdd227e24355fc1aa4288d6,L-3bb509f9ae,2024年度精选策略/32.非线性市值（非小市值）组合4只.txt,1,2023年度精选策略/28.F_Score 选股，年化80%+.txt,independent,0.232731,0.1875,false,false
2024年度精选策略/33.年化46.77，alpha191因子选股.txt,年化46.77，alpha191因子选股,https://www.joinquant.com/post/44491,小白F,6bb5d73f61455d593e95cbeef3a01a4401c1b7dc7394551ea55a5341218667ca,L-c62254d49b,2024年度精选策略/33.年化46.77，alpha191因子选股.txt,1,2025年度精选策略/39.因子分析系列文章（八）：多因子策略（多元线性回归）.txt,independent,0.313417,0.307692,false,false
2024年度精选策略/34.韶华研究之十八，201系列.txt,韶华研究之十八，201系列,https://www.joinquant.com/post/44907,韶华不负,29c6c646b32b35f8657396b417cf1a3873d9dc6d2e2866fca640e339257616c9,L-1f08353a18,2024年度精选策略/34.韶华研究之十八，201系列.txt,2,聚宽2026年精选/57韶华研究之十八，201系列.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/35.5年12倍-小市值.txt,年12倍-小市值,https://www.joinquant.com/post/44880,道尘,b03640ebeab59636b52642dadb115c291b78b928b7c04396a0864794aa28e683,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,聚宽2026年精选/63.5年12倍-小市值.txt,exact-source,1.0,1.0,true,true
"2024年度精选策略/36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt","【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍",https://www.joinquant.com/post/45261,120022,35c003de3696aa02244cfb111d82756ce190cc560664b2b1a1a028ce73cd915d,L-43f78df70e,2024年度精选策略/13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,4,"聚宽2026年精选/35【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",exact-source,1.0,1.0,true,true
2024年度精选策略/37.【择时模块实际效果】--论坛随便选了个策略加装.txt,【择时模块实际效果】--论坛随便选了个策略加装,https://www.joinquant.com/post/40237,一只皮卡丘,201ef6fd1f4d03ca2c404d94a593a20ef5b8710c7b92ca03e6a3f913fbdd9d60,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/8.科技与狠活.txt,near-duplicate,0.855949,0.8,false,false
2024年度精选策略/38.ETF核心资产轮动-添油加醋.txt,ETF核心资产轮动-添油加醋,https://www.joinquant.com/post/44046,hayy,38f1970330fd82069d9be72ff53e380dc6e6d1fe047ea612b196c3ac6184df51,L-f3c0e46476,2024年度精选策略/38.ETF核心资产轮动-添油加醋.txt,1,2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,independent,0.451316,0.142857,false,false
2024年度精选策略/39.大资金优质股策略，总收益1217%！无小市值因子！.txt,大资金优质股策略，总收益1217%！无小市值因子！,https://www.joinquant.com/post/42029,hello friends,ac02ffbf5168606ffc3fec8de8e1d14ed67c34ec09b8a7e86d61caf1886bf621,L-7e678ce34a,2024年度精选策略/39.大资金优质股策略，总收益1217%！无小市值因子！.txt,1,2024年度精选策略/50.新策略，一种新思路，超额376%！.txt,independent,0.402041,0.421053,false,true
2024年度精选策略/4.首板低开策略.txt,首板低开策略,https://www.joinquant.com/post/44901,wywy1995,87ebf543dd2e8a4f21f483e3056cd5c05d884564cc20a75534e61f008ecd508b,L-8542ea482f,2024年度精选策略/4.首板低开策略.txt,2,聚宽2026年精选/72量化进阶学习笔记——打板策略.txt,near-duplicate,0.886561,0.764706,false,false
2024年度精选策略/40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,年初到23年7月，年化37，夏普1.25，稳健高收益！,https://www.joinquant.com/post/43194,侧耳闻鹿鸣,e844b1356ef71b49684b63e4aaef3b8a9b42eb9af59db29187c62a49ddea4d97,L-279b281d63,2024年度精选策略/40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.txt,1,2020年度精选策略/97 银行翻倍策略.txt,independent,0.086835,0.0,false,false
2024年度精选策略/41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,人工智能强化学习DQN交易智能体（回馈社区公开训练代码）,https://www.joinquant.com/post/44758,MarioC,25eeecfb138d9843093deb9faec802184d50f4b2c8efae294801fa3b2913bc33,L-2089f0ea96,2024年度精选策略/41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,2,聚宽2026年精选/27人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.txt,大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）,https://www.joinquant.com/post/43375,Gerald3,529a4a07a50f412d2614f7c93864eb18f8d8b5b0e408badbdeb15ad7741b150a,L-6c04db3dd0,2024年度精选策略/10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,3,2024年度精选策略/10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,near-duplicate,1.0,0.9,false,false
2024年度精选策略/43.ETF轮动：年化收益82.68%，最大回撤13.54%.txt,ETF轮动：年化收益82.68%，最大回撤13.54%,https://www.joinquant.com/post/43083,小武子,e75c5c3006a9e0d506ffc8e6ca671fedc53ccf747c8092cfe843f64d36d48e0e,L-7befed3d72,2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,2,2024年度精选策略/3.【回顾3】ETF策略之核心资产轮动.txt,near-duplicate,0.854251,0.2,false,false
2024年度精选策略/44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,分享一个兼顾业绩增长和PEG指标的股票策略,https://www.joinquant.com/post/42593,芹菜1303,586bf834f159ee6bea18f5cbb8364f92c940a80abf64040e3b9cbc9decf7cb4c,L-6556cf338a,2024年度精选策略/44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,1,2022年度精选策略/6.PEG+成长+小市值+RSRS择时.txt,independent,0.614634,0.482759,false,false
"2024年度精选策略/45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt","[原创]价值投资+期货对冲V4.0,无惧市场大跌",https://www.joinquant.com/post/42256,Eddie79163,ab738a605295e400175715a280dac009371c1f2acf0e7766752906a79fc59115,L-343d1aabd2,"2024年度精选策略/45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt",1,2022年度精选策略/27.中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,independent,0.423444,0.4375,false,false
2024年度精选策略/46.【深度解析 四】聚宽三因子基本面 模型.txt,【深度解析 四】聚宽三因子基本面 模型,https://www.joinquant.com/post/44409,加百力,e38e8deae445a40ce341b6c732f7996aeddb03d60b47084b1f836fbe65dd63c9,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2024年度精选策略/8.科技与狠活.txt,near-duplicate,0.89117,0.666667,false,false
2024年度精选策略/47.随机森林量价多因子选股 短线交易.txt,随机森林量价多因子选股 短线交易,https://www.joinquant.com/post/43051,随云浪,a1ed3b5630779aa6880cf55ca1b910b9e152163b903142a440f5c5c4ab287efb,L-48236ebffc,2024年度精选策略/47.随机森林量价多因子选股 短线交易.txt,1,2022年度精选策略/83.开盘幅度决定日内方向.txt,independent,0.072409,0.0,false,false
2024年度精选策略/48.低代码迁移成本的实盘方案jqtrade+one quant.txt,低代码迁移成本的实盘方案jqtrade+one quant,https://www.joinquant.com/post/45671,拉姆达投资,16605a7a717d299e24223881f9bd35101b5d102bf71bccd46012ce7514199efd,L-44ac9242be,2024年度精选策略/48.低代码迁移成本的实盘方案jqtrade+one quant.txt,1,2022年度精选策略/68.胜率78%，6年36倍，今年行情依然50%年化.txt,independent,0.179775,0.05,false,false
2024年度精选策略/49.年化62%的动量策略.txt,年化62%的动量策略,https://www.joinquant.com/post/39838,逸_,5a383fc8882c3c3eb334b8b4eb17dd17ac404f224b9f7685835079b3802d40a6,L-1c4821a0d2,2022年度精选策略/59.年化62%的动量策略.txt,2,2022年度精选策略/59.年化62%的动量策略.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/5.尝试用机器学习批量生产小盘策略.txt,尝试用机器学习批量生产小盘策略,https://www.joinquant.com/post/40346,wywy1995,6397c38f8dc6b7351b80029e25a14efff486cb2911640f404e590ad0602253f6,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,聚宽2026年精选/45此消彼长.txt,near-duplicate,0.764003,0.705882,false,false
2024年度精选策略/50.新策略，一种新思路，超额376%！.txt,新策略，一种新思路，超额376%！,https://www.joinquant.com/post/40560,hello friends,b793594d21e8267cb750bb80bdf1896a369c50fb3f9349a2966d34b26c60c610,L-f814a0e432,2022年度精选策略/1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,3,2022年度精选策略/1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,near-duplicate,0.835832,0.666667,false,false
2024年度精选策略/51.【复现】行业有效量价因子与行业轮动策略.txt,【复现】行业有效量价因子与行业轮动策略,,,f53b846572c6971e89ae0d43de83092c56189e955192b5ec7f5922070699021f,L-bb5ec24315,2024年度精选策略/51.【复现】行业有效量价因子与行业轮动策略.txt,1,2024年度精选策略/77.【复现】筹码分布因子.txt,independent,0.084375,0.0,false,false
2024年度精选策略/52.增强型投资组合优化（EPO）方法试用.txt,增强型投资组合优化（EPO）方法试用,https://www.joinquant.com/post/43949,开心果,7e7dfd9331663baea388babdb59955e7b345d55b5530d050ad941d3fde56514a,L-4d1dae177a,2024年度精选策略/52.增强型投资组合优化（EPO）方法试用.txt,1,聚宽2026年精选/32EPO优化低相关etf组合.txt,independent,0.535135,0.0,false,true
2024年度精选策略/53.微盘400每日再平衡.txt,微盘400每日再平衡,https://www.joinquant.com/post/44853,开心果,d01ba42276892e7a376c7c820fc84974f55126df2efe69a442a25ed992aa6a80,L-41197e61a3,2024年度精选策略/53.微盘400每日再平衡.txt,2,聚宽2026年精选/73微盘400每日再平衡.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/54.追市场热点策略.txt,追市场热点策略,https://www.joinquant.com/post/42186,养家大哥,e0cbdb88ff80159f6067e6405442a36214a4decf9efe7f0ff1cd156c4325157f,L-fcf7a226fc,2024年度精选策略/54.追市场热点策略.txt,1,2024年度精选策略/5.尝试用机器学习批量生产小盘策略.txt,independent,0.287234,0.172414,false,false
2024年度精选策略/55.Ahfu的大市值价值投资加自定义邮箱推送.txt,Ahfu的大市值价值投资加自定义邮箱推送,https://www.joinquant.com/post/43159,不如定投纳指,92898a8e9035ad9027fcc6fece8ff38ad876752339aa19e3c9bf516bbfe16915,L-e8b99cc344,2024年度精选策略/55.Ahfu的大市值价值投资加自定义邮箱推送.txt,1,2024年度精选策略/16.大市值价值投资，从2005年至今超额稳定.txt,independent,0.398967,0.375,false,false
2024年度精选策略/56.双人工智能配合，样本外夏普3.9.txt,双人工智能配合，样本外夏普3.9,https://www.joinquant.com/post/44982,MarioC,06d1dad0bb5736770522bc08c1e39fd1c5db10615ac294f6b980355d649a6dba,L-195a9f06ac,2024年度精选策略/56.双人工智能配合，样本外夏普3.9.txt,2,2024年度精选策略/69.人工智能早晨十字星模型反转形态预测.txt,probable-variant,0.74702,0.56,false,true
2024年度精选策略/57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,【复现】技术分析算法、框架与实战之二：识别“圆弧底”,,,c9c80542740db66eac6d6dc2df3df8dfab43c2d3914e460d5ed3600f72ae6b7e,L-6bdd078728,2024年度精选策略/57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.txt,1,2022年度精选策略/62.【重构】C-VIX 中国版 VIX 编制手册.txt,independent,0.027285,0.0,false,false
"2024年度精选策略/58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt","融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！",https://www.joinquant.com/post/41913,naruto,0e89c2feae07d5baf5c4a87eef947c7dcc35266f0a6d9fcf8fe781d3ff4092dd,L-94a52748cd,"2024年度精选策略/58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt",1,2020年度精选策略/50 简单配对交易.txt,independent,0.214575,0.125,false,false
2024年度精选策略/59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,基于Gyro^.^大神的小市值策略的因子匹配研究,https://www.joinquant.com/post/45272,热情的刀,63c3da5271b098c4f0e37a4115d1cda4ff29c2b3f38021ed9de0f22ae53dc1f5,L-a9d0b221c1,2024年度精选策略/59.基于Gyro^.^大神的小市值策略的因子匹配研究.txt,2,聚宽2026年精选/89基于Gyro.大神的小市值策略的因子匹配研究.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/6.高股息低杠杆小市值轮动策略.txt,高股息低杠杆小市值轮动策略,https://www.joinquant.com/post/39774,wywy1995,03e6a0946439b3d73982199bf61ccc6c6f3d4bb4f08b55c18a92a6031232616e,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/60.【深度解析 二】资产负债与ROA模型.txt,【深度解析 二】资产负债与ROA模型,https://www.joinquant.com/post/44328,加百力,31ee0e5d1b3e76432ed9d5817af644d94b856da52964bd7e754af7edc8048024,L-b822ffed03,2022年度精选策略/12.全市场选股？7年5倍不择时，回撤30%左右.txt,4,2024年度精选策略/73.稳健趋势策略，回测小，无未来函数.txt,near-duplicate,0.887356,0.333333,false,false
2024年度精选策略/61.聚类算法分析股票，看看今年大体能分出哪几类.txt,聚类算法分析股票，看看今年大体能分出哪几类,,,a7fbcb9934a61760e540c9b7568a7ab8e83b2f0bbd32a78d1d78119d7ab81886,L-d9e6416a78,2024年度精选策略/61.聚类算法分析股票，看看今年大体能分出哪几类.txt,1,2024年度精选策略/94.大市值小市值今年的一些分析，然后尝试预测小市值行情.txt,independent,0.157986,0.4,false,false
2024年度精选策略/62.分享一种K线小碎步后突破的分钟级打法.txt,分享一种K线小碎步后突破的分钟级打法,https://www.joinquant.com/post/45425,画家,c7f49c297330d0f2a6648852ae1bdc8d246ea48aae76eab49a47e04aa3dc9fc1,L-8f0313df7a,2024年度精选策略/62.分享一种K线小碎步后突破的分钟级打法.txt,2,聚宽2026年精选/50分享一种K线小碎步后突破的分钟级打法.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt,怎么让龟速变奔跑？以“首版突破一进二”为例,https://www.joinquant.com/post/45733,jqz1226 ZUEL,fe58b1ca3673ba4364b3f884d96a8774da8ef5626b20d0361f22c3bf36529e0f,L-14645d6e3f,2024年度精选策略/63.怎么让龟速变奔跑？以“首版突破一进二”为例.txt,2,聚宽2026年精选/55怎么让龟速变奔跑？以“首版突破一进二”为例.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/64.基于XGBoost6m滚动选股策略.txt,基于XGBoost6m滚动选股策略,https://www.joinquant.com/post/42706,雨汪,69e9efddc445f99eef386169233914ada29a2c1fc4c912d129fccd6c2acb409b,L-bf6e33a134,2024年度精选策略/64.基于XGBoost6m滚动选股策略.txt,1,2025年度精选策略/28.XGBoost模型多因子策略分享.txt,independent,0.347953,0.137931,false,false
2024年度精选策略/65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,低开买入小市值策略（剥头皮策略）3.0 总结,https://www.joinquant.com/post/45324,langcheng999,494af703cbdbfcf4e56b536d63ecc0bec2b7a882623da426092335ea3146721c,L-feefb907a8,2024年度精选策略/65.低开买入小市值策略（剥头皮策略）3.0 总结.txt,1,聚宽2026年精选/80基本面01加RSI择时.txt,independent,0.151724,0.052632,false,false
2024年度精选策略/66.SVR机器学习上证综指择时中小板财务选股策略.txt,SVR机器学习上证综指择时中小板财务选股策略,https://www.joinquant.com/post/45845,快乐一生,1018058b4552728aa2adf4f94deaa52af3a6e00266ac2806448579d04a48e0b3,L-276562205e,2024年度精选策略/66.SVR机器学习上证综指择时中小板财务选股策略.txt,2,聚宽2026年精选/41SVR机器学习上证综指择时中小板财务选股策略.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/68.业绩预告小工具--已更新.txt,业绩预告小工具--已更新,,,a665307b7afe38d1bb4eb90e170f4bb874eb5ddb639472f627c40b7e53e438dc,L-1c04fefdd7,2024年度精选策略/68.业绩预告小工具--已更新.txt,1,2025年度精选策略/70.超稳的股息率+均线选股策略.txt,independent,0.021772,0.0,false,false
2024年度精选策略/69.人工智能早晨十字星模型反转形态预测.txt,人工智能早晨十字星模型反转形态预测,https://www.joinquant.com/post/44949,MarioC,2dd48772886c0e7c16ed001eb422528a4d692f2c4287a7e378afbf0d1500e432,L-195a9f06ac,2024年度精选策略/56.双人工智能配合，样本外夏普3.9.txt,2,2024年度精选策略/56.双人工智能配合，样本外夏普3.9.txt,probable-variant,0.74702,0.56,false,true
2024年度精选策略/7.连板龙头策略.txt,连板龙头策略,https://www.joinquant.com/post/44926,wywy1995,f1cad1c00d42287873b87fd330c5c9dd4e23172e156a033696be51098aa42665,L-b25cc37f48,2024年度精选策略/7.连板龙头策略.txt,3,聚宽2026年精选/2连板龙头策略.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/70.致敬市场(12)——赚钱的策略.txt,致敬市场(12)——赚钱的策略,https://www.joinquant.com/post/41444,Gyron,a860821c48b1aa484d324279b808f7fd5013135bd1d1242bca68e2167da1910d,L-2f352feca9,2024年度精选策略/70.致敬市场(12)——赚钱的策略.txt,1,2025年度精选策略/3.一个简单而持续稳定的懒人超额收益策略.txt,independent,0.12743,0.0,false,true
2024年度精选策略/71.小试多因子策略，年化65%.txt,小试多因子策略，年化65%,https://www.joinquant.com/post/42841,乘风万里,f7902b962bd0b2f8fa2065989e88220b8c60d6336a6284417d25a7bc136c519a,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2022年度精选策略/28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.txt,probable-variant,0.702238,0.590909,false,false
2024年度精选策略/72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,桥水 全天候策略 增加一致性度量ES 风险控制,https://www.joinquant.com/post/41908,aiyquant,f6f879487fb0c072ff6e585cee3fccaaa87c8125a84482056606ef8799d33ee1,L-9613022310,2024年度精选策略/72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,1,2022年度精选策略/7.致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,independent,0.067281,0.0,false,false
2024年度精选策略/73.稳健趋势策略，回测小，无未来函数.txt,稳健趋势策略，回测小，无未来函数,https://www.joinquant.com/post/43393,语桐,58bb9eccf3393680576963c394dc5f4626f1e85965a38ebb4cc0a4e5236b142a,L-b822ffed03,2022年度精选策略/12.全市场选股？7年5倍不择时，回撤30%左右.txt,4,2023年度精选策略/99.全市场选股？7年5倍不择时，回撤30%左右.txt,near-duplicate,1.0,1.0,false,false
2024年度精选策略/74.形态识别_单边上涨v3.txt,形态识别_单边上涨v3,https://www.joinquant.com/post/45406,四五十,91542eedea89310c756471d35ec616cbeb0c96f24156e7bfc0bd82f3adaccc0b,L-9cc4e70fcc,2024年度精选策略/74.形态识别_单边上涨v3.txt,1,聚宽2026年精选/75大市值价值投资优化一波.txt,independent,0.135475,0.0,false,true
2024年度精选策略/75.【复现】个股动量效应的识别及球队硬币因子.txt,【复现】个股动量效应的识别及球队硬币因子,,,489fab02257d715838d515c5eb6d561de60a9ae9e51e9365929867dd6aadb39a,L-1b4ead911a,2024年度精选策略/75.【复现】个股动量效应的识别及球队硬币因子.txt,1,2024年度精选策略/77.【复现】筹码分布因子.txt,independent,0.07014,0.0,false,false
2024年度精选策略/76.基金溢价（模拟效果好！）.txt,基金溢价（模拟效果好！）,https://www.joinquant.com/post/45648,大山深处,62b401be4d2bde76e97be5c071e098187e78887daf4d7234b84483206a9dfa78,L-2218276bda,2024年度精选策略/76.基金溢价（模拟效果好！）.txt,2,聚宽2026年精选/62基金溢价（模拟效果好！）.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/77.【复现】筹码分布因子.txt,【复现】筹码分布因子,,,feae8441f6c073da45bbd04df7fd8c5fc97e19ac65406c189b14d62d320fabf3,L-4647bf8246,2024年度精选策略/77.【复现】筹码分布因子.txt,1,2024年度精选策略/90.【复现】凸显度因子.txt,independent,0.205058,0.0,false,false
2024年度精选策略/78.国盛证券多因子.txt,国盛证券多因子,https://www.joinquant.com/post/43307,璇天凤舞,63fb078765f0940284738b527a2485125e382470b46365ea4b2256083d7286b7,L-b7edd57271,2024年度精选策略/78.国盛证券多因子.txt,1,2022年度精选策略/83.开盘幅度决定日内方向.txt,independent,0.109342,0.090909,false,false
2024年度精选策略/79.SVR选股的小市值策略.txt,SVR选股的小市值策略,https://www.joinquant.com/post/41611,南澳,04531ad5eb0b029db8f37270ae5f66f722076fe86f16f0a1733fdf6eb10fc73e,L-b668fa8882,2024年度精选策略/79.SVR选股的小市值策略.txt,1,聚宽2026年精选/19机器学习线性回归小市值.txt,independent,0.415325,0.230769,false,false
2024年度精选策略/8.科技与狠活.txt,科技与狠活,https://www.joinquant.com/post/39961,wywy1995,2553638d7c2d65cdef33c19a6efe8af66e4cdcee68f2a0967b4a8e1fe8c4fed1,L-8ee26d2380,2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,19,2022年度精选策略/17.科技与狠活.txt,exact-source,1.0,1.0,true,true
2024年度精选策略/80.【深度解析 一】经典小市值模型.txt,【深度解析 一】经典小市值模型,https://www.joinquant.com/post/44300,加百力,6bdfbaaeb3ad343d64a564bff984b8fe8daaac53706cda758720edb6561d8a19,L-343e0c91b4,2024年度精选策略/80.【深度解析 一】经典小市值模型.txt,1,2024年度精选策略/60.【深度解析 二】资产负债与ROA模型.txt,independent,0.097002,0.0,false,true
2024年度精选策略/81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,方正证券-多因子选股系列研究之四：“球队硬币”,,,b1f4735db7f0890a1f09497480c4c6a82a253833256247403b8ff550e3878113,L-589fd80b76,2024年度精选策略/81.方正证券-多因子选股系列研究之四：“球队硬币”.txt,1,2025年度精选策略/36.市场底部特征研究.txt,independent,0.032582,0.0,false,false
2024年度精选策略/82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,实盘模拟的小盘股策略，低频，带基本面优化以及个股风控,https://www.joinquant.com/post/42288,强势投资,0da0b7fc55c0d7ff5996cc2b2843db724d083f969ea62429582dcbeb04ac953c,L-b3a8d31049,2024年度精选策略/82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,1,2020年度精选策略/53 小市值策略.txt,independent,0.526513,0.333333,false,false
2024年度精选策略/83.回测“一创模拟盘2号”，最终优化，年化39%.txt,回测“一创模拟盘2号”，最终优化，年化39%,https://www.joinquant.com/post/40259,P5张大猫,713c1794200f81e8274ef292b3079e57d6a1479ff86e131a19078886da62d0bf,L-4f8806adb3,2024年度精选策略/83.回测“一创模拟盘2号”，最终优化，年化39%.txt,1,2025年度精选策略/13.7年40倍，模拟超过两年，年化高回撤低.txt,independent,0.076041,0.060606,false,false
2024年度精选策略/84.【社区研究】连板龙头策略-wywy：复现与研究.txt,【社区研究】连板龙头策略-wywy：复现与研究,,,d01176faf5fc8f97303de24356dc56832819d16541eb940d21c387c2abfd8c6f,L-8ea2b4691c,2024年度精选策略/84.【社区研究】连板龙头策略-wywy：复现与研究.txt,1,2025年度精选策略/34.套利三年，我的本金翻了10倍.txt,independent,0.034415,0.0,false,false
