trade_date,observation_date,score,target_position,signal_transition
2018-03-09,2018-03-08,-0.3360916407742292,0,0
2018-03-12,2018-03-09,-0.5156315998433876,0,0
2018-03-13,2018-03-12,-0.935820266265294,0,0
2018-03-14,2018-03-13,-0.92891064255409,0,0
2018-03-15,2018-03-14,-0.424424341802536,0,0
2018-03-16,2018-03-15,-0.4432102975494514,0,0
2018-03-19,2018-03-16,-0.49889545697620313,0,0
2018-03-20,2018-03-19,-0.6955705905190459,0,0
2018-03-21,2018-03-20,-0.7131237715474287,0,0
2018-03-22,2018-03-21,-0.6935485339678529,0,0
2018-03-23,2018-03-22,-0.8089720421657646,0,0
2018-03-26,2018-03-23,-0.7975407745770411,0,0
2018-03-27,2018-03-26,-0.5175767359519874,0,0
2018-03-28,2018-03-27,-0.42782810807044225,0,0
2018-03-29,2018-03-28,-0.4010360422168187,0,0
2018-03-30,2018-03-29,-0.5615065631345765,0,0
2018-04-02,2018-03-30,-0.492978504912639,0,0
2018-04-03,2018-04-02,-0.47774893074333624,0,0
2018-04-04,2018-04-03,-0.39792438647659245,0,0
2018-04-09,2018-04-04,-0.3441412811473698,0,0
2018-04-10,2018-04-09,-0.2419266107881293,0,0
2018-04-11,2018-04-10,-0.27618723383737914,0,0
2018-04-12,2018-04-11,-0.19770105889747405,0,0
2018-04-13,2018-04-12,-0.17802662479451167,0,0
2018-04-16,2018-04-13,-0.24551464384652283,0,0
2018-04-17,2018-04-16,-0.26153967627910113,0,0
2018-04-18,2018-04-17,-0.22990312728155157,0,0
2018-04-19,2018-04-18,-0.45447407129737877,0,0
2018-04-20,2018-04-19,-0.6305658357038558,0,0
2018-04-23,2018-04-20,-0.6021699566682085,0,0
2018-04-24,2018-04-23,-0.4715013396714464,0,0
2018-04-25,2018-04-24,-0.5195906979442692,0,0
2018-04-26,2018-04-25,-0.5183365800879942,0,0
2018-04-27,2018-04-26,-0.5179304107015791,0,0
2018-05-02,2018-04-27,-0.4099862797090928,0,0
2018-05-03,2018-05-02,-0.3728105161042563,0,0
2018-05-04,2018-05-03,-0.31503539870467917,0,0
2018-05-07,2018-05-04,-0.2605853767903214,0,0
2018-05-08,2018-05-07,-0.2272521437343117,0,0
2018-05-09,2018-05-08,-0.3390093937402558,0,0
2018-05-10,2018-05-09,-0.3827405544205643,0,0
2018-05-11,2018-05-10,-0.501757751978885,0,0
2018-05-14,2018-05-11,-0.678986268413038,0,0
2018-05-15,2018-05-14,-0.7182874549098769,0,0
2018-05-16,2018-05-15,-0.6864327860222263,0,0
2018-05-17,2018-05-16,-0.6086743646473936,0,0
2018-05-18,2018-05-17,-0.6010747767992011,0,0
2018-05-21,2018-05-18,-0.5409276032735701,0,0
2018-05-22,2018-05-21,-0.6139340884802161,0,0
2018-05-23,2018-05-22,-0.5056697831076609,0,0
2018-05-24,2018-05-23,-0.5134613677853709,0,0
2018-05-25,2018-05-24,-0.36913969974023303,0,0
2018-05-28,2018-05-25,-0.3167586218575034,0,0
2018-05-29,2018-05-28,-0.4412420854072411,0,0
2018-05-30,2018-05-29,-0.2785696191572599,0,0
2018-05-31,2018-05-30,-0.2739024166968411,0,0
2018-06-01,2018-05-31,-0.3167372349975262,0,0
2018-06-04,2018-06-01,-0.30088494999533855,0,0
2018-06-05,2018-06-04,-0.23640723683875273,0,0
2018-06-06,2018-06-05,-0.22154226801410906,0,0
2018-06-07,2018-06-06,-0.2238503751259759,0,0
2018-06-08,2018-06-07,-0.22932931100264303,0,0
2018-06-11,2018-06-08,-0.3115232968602063,0,0
2018-06-12,2018-06-11,-0.26587489173152146,0,0
2018-06-13,2018-06-12,-0.3617939436544223,0,0
2018-06-14,2018-06-13,-0.45064609454119,0,0
2018-06-15,2018-06-14,-0.4317482983256513,0,0
2018-06-19,2018-06-15,-0.49093688846204653,0,0
2018-06-20,2018-06-19,-1.2407268126016988,0,0
2018-06-21,2018-06-20,-1.0480892104015118,0,0
2018-06-22,2018-06-21,-0.9875714576427944,0,0
2018-06-25,2018-06-22,-0.8437987369576392,0,0
2018-06-26,2018-06-25,-0.7691873074226008,0,0
2018-06-27,2018-06-26,-0.5566388906684191,0,0
2018-06-28,2018-06-27,-0.5313028246837583,0,0
2018-06-29,2018-06-28,-0.3684741916396169,0,0
2018-07-02,2018-06-29,-0.3208388718074774,0,0
2018-07-03,2018-07-02,-0.3911330333808172,0,0
2018-07-04,2018-07-03,-0.2917022119513143,0,0
2018-07-05,2018-07-04,-0.1337429367672351,0,0
2018-07-06,2018-07-05,-0.04822590789016305,0,0
2018-07-09,2018-07-06,0.009208369779013952,0,0
2018-07-10,2018-07-09,0.016392294811464404,0,0
2018-07-11,2018-07-10,0.1680373333809671,0,0
2018-07-12,2018-07-11,0.3440888039418849,0,0
2018-07-13,2018-07-12,0.6868296413192927,0,0
2018-07-16,2018-07-13,0.01602691636816268,0,0
2018-07-17,2018-07-16,-0.06739218643608327,0,0
2018-07-18,2018-07-17,-0.3479210112009903,0,0
2018-07-19,2018-07-18,-0.45747013635761186,0,0
2018-07-20,2018-07-19,-0.7414768473632826,0,0
2018-07-23,2018-07-20,-0.7284661810078551,0,0
2018-07-24,2018-07-23,-0.8121774087411233,0,0
2018-07-25,2018-07-24,-0.6041821651502992,0,0
2018-07-26,2018-07-25,-0.7431070441731796,0,0
2018-07-27,2018-07-26,-0.6041617935557523,0,0
2018-07-30,2018-07-27,-0.5377872093293187,0,0
2018-07-31,2018-07-30,-0.5719995279061808,0,0
2018-08-01,2018-07-31,-0.6771720658337451,0,0
2018-08-02,2018-08-01,-0.5841605669299443,0,0
2018-08-03,2018-08-02,-0.7784046157639753,0,0
2018-08-06,2018-08-03,-0.6625117489617196,0,0
2018-08-07,2018-08-06,-0.6236274880842199,0,0
2018-08-08,2018-08-07,-0.6285060079954765,0,0
2018-08-09,2018-08-08,-0.47083527141741116,0,0
2018-08-10,2018-08-09,-0.527508300340305,0,0
2018-08-13,2018-08-10,-0.48870406781795767,0,0
2018-08-14,2018-08-13,-0.42680188387782225,0,0
2018-08-15,2018-08-14,-0.3646404805169704,0,0
2018-08-16,2018-08-15,-0.33913984238733785,0,0
2018-08-17,2018-08-16,-0.30111560203569293,0,0
2018-08-20,2018-08-17,-0.40651712935933243,0,0
2018-08-21,2018-08-20,-0.10603385260301205,0,0
2018-08-22,2018-08-21,-0.15827334354716138,0,0
2018-08-23,2018-08-22,0.055122206381358826,0,0
2018-08-24,2018-08-23,0.06261688080852143,0,0
2018-08-27,2018-08-24,0.5010100089998711,0,0
2018-08-28,2018-08-27,-0.30869599323248925,0,0
2018-08-29,2018-08-28,-0.7333957358845982,0,0
2018-08-30,2018-08-29,-0.840320961549545,0,0
2018-08-31,2018-08-30,-0.8061513193858482,0,0
2018-09-03,2018-08-31,-0.7049592679928546,0,0
2018-09-04,2018-09-03,-0.6513663687779632,0,0
2018-09-05,2018-09-04,-0.6633192715459505,0,0
2018-09-06,2018-09-05,-0.6914534351464442,0,0
2018-09-07,2018-09-06,-0.6997236061616936,0,0
2018-09-10,2018-09-07,-0.6464730965895382,0,0
2018-09-11,2018-09-10,-0.5191330817046612,0,0
2018-09-12,2018-09-11,-0.1023754376444671,0,0
2018-09-13,2018-09-12,0.4972193361729274,0,0
2018-09-14,2018-09-13,0.5127133926574058,0,0
2018-09-17,2018-09-14,0.758041606613815,0,0
2018-09-18,2018-09-17,0.9794066102229781,1,1
2018-09-19,2018-09-18,0.6749471381588373,1,0
2018-09-20,2018-09-19,0.5841591426035995,1,0
2018-09-21,2018-09-20,0.2910876256187888,1,0
2018-09-25,2018-09-21,1.041666476952611,1,0
2018-09-26,2018-09-25,1.2033862333881513,1,0
2018-09-27,2018-09-26,1.4857380092245696,1,0
2018-09-28,2018-09-27,1.0720179892591792,1,0
2018-10-08,2018-09-28,0.917703628960387,1,0
2018-10-09,2018-10-08,0.9125865858779596,1,0
2018-10-10,2018-10-09,0.9373351598652131,1,0
2018-10-11,2018-10-10,0.9531023616394773,1,0
2018-10-12,2018-10-11,0.05910286145364043,1,0
2018-10-15,2018-10-12,-0.03056905515565807,1,0
2018-10-16,2018-10-15,0.028559672808897506,1,0
2018-10-17,2018-10-16,0.0241611126671168,1,0
2018-10-18,2018-10-17,0.04577875424871691,1,0
2018-10-19,2018-10-18,0.300488658660883,1,0
2018-10-22,2018-10-19,-0.011245325220526856,1,0
2018-10-23,2018-10-22,-0.16598039862481637,1,0
2018-10-24,2018-10-23,-0.22464898724849033,1,0
2018-10-25,2018-10-24,-0.13088972822016448,1,0
2018-10-26,2018-10-25,-0.3072143362888842,1,0
2018-10-29,2018-10-26,-0.16016367910149537,1,0
2018-10-30,2018-10-29,-0.27311842027801403,1,0
2018-10-31,2018-10-30,-0.05888778209557777,1,0
2018-11-01,2018-10-31,0.23765758773767726,1,0
2018-11-02,2018-11-01,-0.23469878841087577,1,0
2018-11-05,2018-11-02,0.04535171426408306,1,0
2018-11-06,2018-11-05,-0.15974522467437102,1,0
2018-11-07,2018-11-06,-0.29243103524358127,1,0
2018-11-08,2018-11-07,-0.38503149799878866,1,0
2018-11-09,2018-11-08,-0.4937491038364795,1,0
2018-11-12,2018-11-09,-0.5798484543370849,1,0
2018-11-13,2018-11-12,-0.6119989567525683,1,0
2018-11-14,2018-11-13,-0.8386732957644686,1,0
2018-11-15,2018-11-14,-0.7071017839662427,1,0
2018-11-16,2018-11-15,-0.8596455356771517,0,-1
2018-11-19,2018-11-16,-0.8460927236302183,0,0
2018-11-20,2018-11-19,-0.8256497962756846,0,0
2018-11-21,2018-11-20,-0.5851557366020032,0,0
2018-11-22,2018-11-21,-0.579677740388864,0,0
2018-11-23,2018-11-22,-0.36081999154559724,0,0
2018-11-26,2018-11-23,0.3047436147014693,0,0
2018-11-27,2018-11-26,0.691899068590908,0,0
2018-11-28,2018-11-27,1.021685820778025,1,1
2018-11-29,2018-11-28,0.7790362861653429,1,0
2018-11-30,2018-11-29,0.5607615158096503,1,0
2018-12-03,2018-11-30,0.9359948560373496,1,0
2018-12-04,2018-12-03,0.8189004829197483,1,0
2018-12-05,2018-12-04,0.42281529534284024,1,0
2018-12-06,2018-12-05,0.2588540347377049,1,0
2018-12-07,2018-12-06,0.24534865402326173,1,0
2018-12-10,2018-12-07,1.046076568258987,1,0
2018-12-11,2018-12-10,1.3214520061780552,1,0
2018-12-12,2018-12-11,1.626541985447755,1,0
2018-12-13,2018-12-12,1.377934673750644,1,0
2018-12-14,2018-12-13,1.1555688238114266,1,0
2018-12-17,2018-12-14,0.5434485479329164,1,0
2018-12-18,2018-12-17,0.7013779922139348,1,0
2018-12-19,2018-12-18,0.7198156234891652,1,0
2018-12-20,2018-12-19,1.0247224335074847,1,0
2018-12-21,2018-12-20,0.891920207112431,1,0
2018-12-24,2018-12-21,1.0036232079369845,1,0
2018-12-25,2018-12-24,1.385588863643542,1,0
2018-12-26,2018-12-25,1.0513609108978172,1,0
2018-12-27,2018-12-26,1.2451458406490494,1,0
2018-12-28,2018-12-27,0.968065244758982,1,0
2019-01-02,2018-12-28,1.2733785656542562,1,0
2019-01-03,2019-01-02,0.9761086440247442,1,0
2019-01-04,2019-01-03,0.9586938658478953,1,0
2019-01-07,2019-01-04,0.37852536429910455,1,0
2019-01-08,2019-01-07,0.4383878610576516,1,0
2019-01-09,2019-01-08,0.5941983827533328,1,0
2019-01-10,2019-01-09,0.79101384881087,1,0
2019-01-11,2019-01-10,0.05540788482017804,1,0
2019-01-14,2019-01-11,-0.46778880244856935,1,0
2019-01-15,2019-01-14,-0.6408892498350748,1,0
2019-01-16,2019-01-15,-0.7097444120496196,1,0
2019-01-17,2019-01-16,-0.9649818844262127,0,-1
2019-01-18,2019-01-17,-0.9121693589315953,0,0
2019-01-21,2019-01-18,-0.48326102842681634,0,0
2019-01-22,2019-01-21,-0.3711390040706617,0,0
2019-01-23,2019-01-22,-0.14534294024589955,0,0
2019-01-24,2019-01-23,-0.27285005648068245,0,0
2019-01-25,2019-01-24,-0.20116812335867218,0,0
2019-01-28,2019-01-25,-0.20234887457421627,0,0
2019-01-29,2019-01-28,0.09986680988156298,0,0
2019-01-30,2019-01-29,0.016013673597574943,0,0
2019-01-31,2019-01-30,2.4849385690829378,1,1
2019-02-01,2019-01-31,1.9982241584275746,1,0
2019-02-11,2019-02-01,1.2864815172315802,1,0
2019-02-12,2019-02-11,2.8142614463913107,1,0
2019-02-13,2019-02-12,1.9735578615478233,1,0
2019-02-14,2019-02-13,3.0488555517822045,1,0
2019-02-15,2019-02-14,2.089396363609143,1,0
2019-02-18,2019-02-15,2.5434974865724134,1,0
2019-02-19,2019-02-18,2.8084103443186015,1,0
2019-02-20,2019-02-19,2.6195231060410116,1,0
2019-02-21,2019-02-20,2.3836717810784216,1,0
2019-02-22,2019-02-21,2.3461136910331777,1,0
2019-02-25,2019-02-22,2.7592085414808896,1,0
2019-02-26,2019-02-25,4.4965951440332645,1,0
2019-02-27,2019-02-26,3.123725290030178,1,0
2019-02-28,2019-02-27,2.961423029209129,1,0
2019-03-01,2019-02-28,2.5516739322540287,1,0
2019-03-04,2019-03-01,2.4208261529250548,1,0
2019-03-05,2019-03-04,2.5149402948791475,1,0
2019-03-06,2019-03-05,1.9924314768938538,1,0
2019-03-07,2019-03-06,1.6705899321333952,1,0
2019-03-08,2019-03-07,1.5015909660802078,1,0
2019-03-11,2019-03-08,1.4165818161578634,1,0
2019-03-12,2019-03-11,1.390737951977757,1,0
2019-03-13,2019-03-12,1.1528850408695852,1,0
2019-03-14,2019-03-13,0.9169465416213854,1,0
2019-03-15,2019-03-14,0.8086482312974596,1,0
2019-03-18,2019-03-15,0.5353253285881607,1,0
2019-03-19,2019-03-18,0.19047259153602344,1,0
2019-03-20,2019-03-19,-0.35305010790755265,1,0
2019-03-21,2019-03-20,-0.7793430420807972,1,0
2019-03-22,2019-03-21,-0.27354421250577443,1,0
2019-03-25,2019-03-22,-0.32958541764607663,1,0
2019-03-26,2019-03-25,-0.23303672750955623,1,0
2019-03-27,2019-03-26,-0.5667588924089842,1,0
2019-03-28,2019-03-27,-0.5291448837281127,1,0
2019-03-29,2019-03-28,-0.7324665305075291,1,0
2019-04-01,2019-03-29,-0.5654859548542076,1,0
2019-04-02,2019-04-01,0.020608845819215196,1,0
2019-04-03,2019-04-02,-0.22960555821761322,1,0
2019-04-04,2019-04-03,0.4324631281423119,1,0
2019-04-08,2019-04-04,0.3671618857870812,1,0
2019-04-09,2019-04-08,0.8791926111978299,1,0
2019-04-10,2019-04-09,0.6321502397117129,1,0
2019-04-11,2019-04-10,0.6930079265752913,1,0
2019-04-12,2019-04-11,0.7786949074000336,1,0
2019-04-15,2019-04-12,0.96595139311625,1,0
2019-04-16,2019-04-15,1.036472516449462,1,0
2019-04-17,2019-04-16,1.1058948504434756,1,0
2019-04-18,2019-04-17,0.8379501445032387,1,0
2019-04-19,2019-04-18,0.6079742791931251,1,0
2019-04-22,2019-04-19,0.46678698475064395,1,0
2019-04-23,2019-04-22,0.46657039428228686,1,0
2019-04-24,2019-04-23,-0.03732989151463142,1,0
2019-04-25,2019-04-24,-0.708360807899669,1,0
2019-04-26,2019-04-25,-0.42326989264300885,1,0
2019-04-29,2019-04-26,-0.21693139296053063,1,0
2019-04-30,2019-04-29,-0.31024635125178873,1,0
2019-05-06,2019-04-30,0.14244347782876376,1,0
2019-05-07,2019-05-06,-0.3320904367588272,1,0
2019-05-08,2019-05-07,-0.018473821363229174,1,0
2019-05-09,2019-05-08,0.2605500210716049,1,0
2019-05-10,2019-05-09,0.43907067622186635,1,0
2019-05-13,2019-05-10,0.14278712495917792,1,0
2019-05-14,2019-05-13,0.35781988693545524,1,0
2019-05-15,2019-05-14,0.41207295302299374,1,0
2019-05-16,2019-05-15,0.3227584270415307,1,0
2019-05-17,2019-05-16,0.4724467981859031,1,0
2019-05-20,2019-05-17,0.5512056350408248,1,0
2019-05-21,2019-05-20,0.6120968544914214,1,0
2019-05-22,2019-05-21,0.2596152490729383,1,0
2019-05-23,2019-05-22,0.36277967684439155,1,0
2019-05-24,2019-05-23,0.3255082173626508,1,0
2019-05-27,2019-05-24,0.10254566466012414,1,0
2019-05-28,2019-05-27,0.07710549156828309,1,0
2019-05-29,2019-05-28,-0.3542745291239388,1,0
2019-05-30,2019-05-29,-0.2303897382245976,1,0
2019-05-31,2019-05-30,-0.6040809094065462,1,0
2019-06-03,2019-05-31,-0.6206268381692261,1,0
2019-06-04,2019-06-03,-0.6462422972950234,1,0
2019-06-05,2019-06-04,-0.5887910743124847,1,0
2019-06-06,2019-06-05,-0.035850053681791304,1,0
2019-06-10,2019-06-06,0.35126335057915886,1,0
2019-06-11,2019-06-10,0.4369593448625872,1,0
2019-06-12,2019-06-11,0.3256143078013483,1,0
2019-06-13,2019-06-12,0.15435603350844854,1,0
2019-06-14,2019-06-13,-0.4881109175896022,1,0
2019-06-17,2019-06-14,-0.41549787969123936,1,0
2019-06-18,2019-06-17,-0.4749049598484712,1,0
2019-06-19,2019-06-18,-0.4928302402513864,1,0
2019-06-20,2019-06-19,-0.17195015953215342,1,0
2019-06-21,2019-06-20,2.0465149891095047,1,0
2019-06-24,2019-06-21,1.1794717385536562,1,0
2019-06-25,2019-06-24,0.7554549032171232,1,0
2019-06-26,2019-06-25,0.9788104874455532,1,0
2019-06-27,2019-06-26,0.7480591597758788,1,0
2019-06-28,2019-06-27,0.5984439563973496,1,0
2019-07-01,2019-06-28,0.4422970344615255,1,0
2019-07-02,2019-07-01,0.3766762226059207,1,0
2019-07-03,2019-07-02,0.014136563403221798,1,0
2019-07-04,2019-07-03,-0.1466594219149363,1,0
2019-07-05,2019-07-04,-0.28136111121473784,1,0
2019-07-08,2019-07-05,0.08585964773414564,1,0
2019-07-09,2019-07-08,-0.15912548412073896,1,0
2019-07-10,2019-07-09,-0.35842410412971737,1,0
2019-07-11,2019-07-10,-0.4839910976013776,1,0
2019-07-12,2019-07-11,-0.7810042917567572,1,0
2019-07-15,2019-07-12,-1.1198404046356518,0,-1
2019-07-16,2019-07-15,-1.2630027243048836,0,0
2019-07-17,2019-07-16,-0.8176328523454705,0,0
2019-07-18,2019-07-17,-0.7358214984313171,0,0
2019-07-19,2019-07-18,-0.5640354198129145,0,0
2019-07-22,2019-07-19,-0.29142693922436264,0,0
2019-07-23,2019-07-22,-0.3461211839836526,0,0
2019-07-24,2019-07-23,-0.21046357396057092,0,0
2019-07-25,2019-07-24,-0.21168512242441956,0,0
2019-07-26,2019-07-25,-0.44940665170101474,0,0
2019-07-29,2019-07-26,-0.28694091268261157,0,0
2019-07-30,2019-07-29,-0.6888272303039493,0,0
2019-07-31,2019-07-30,-0.829704752282221,0,0
2019-08-01,2019-07-31,-0.7892151861869795,0,0
2019-08-02,2019-08-01,-0.9892191916462407,0,0
2019-08-05,2019-08-02,-0.7140516829455316,0,0
2019-08-06,2019-08-05,-0.7558941099642649,0,0
2019-08-07,2019-08-06,-0.5922363433477431,0,0
2019-08-08,2019-08-07,-0.34184377672127897,0,0
2019-08-09,2019-08-08,-0.11796335256888053,0,0
2019-08-12,2019-08-09,-0.15741631370009365,0,0
2019-08-13,2019-08-12,-0.16582315903389142,0,0
2019-08-14,2019-08-13,-0.06541855726366679,0,0
2019-08-15,2019-08-14,-0.05824269554810591,0,0
2019-08-16,2019-08-15,-0.24399478852269352,0,0
2019-08-19,2019-08-16,-0.22531562898027324,0,0
2019-08-20,2019-08-19,-0.2230066629450559,0,0
2019-08-21,2019-08-20,-0.32459375722794803,0,0
2019-08-22,2019-08-21,-0.4106970695276339,0,0
2019-08-23,2019-08-22,-0.41654625632013786,0,0
2019-08-26,2019-08-23,-0.4607696398279501,0,0
2019-08-27,2019-08-26,-0.5328045616175712,0,0
2019-08-28,2019-08-27,-0.3208443956200932,0,0
2019-08-29,2019-08-28,-0.31261877656279907,0,0
2019-08-30,2019-08-29,-0.2917474446864325,0,0
2019-09-02,2019-08-30,0.009833194426344108,0,0
2019-09-03,2019-09-02,0.026708632034177643,0,0
2019-09-04,2019-09-03,-0.2996528412950232,0,0
2019-09-05,2019-09-04,-0.1580306071638149,0,0
2019-09-06,2019-09-05,0.6345585001843788,0,0
2019-09-09,2019-09-06,0.29190997183307776,0,0
2019-09-10,2019-09-09,0.15725309547017807,0,0
2019-09-11,2019-09-10,0.5706578199828279,0,0
2019-09-12,2019-09-11,0.7385969266734926,0,0
2019-09-16,2019-09-12,1.287383708245752,1,1
2019-09-17,2019-09-16,1.1109358542818801,1,0
2019-09-18,2019-09-17,0.993128955911979,1,0
2019-09-19,2019-09-18,0.7714097434162439,1,0
2019-09-20,2019-09-19,0.7162280170784617,1,0
2019-09-23,2019-09-20,0.3396485017704905,1,0
2019-09-24,2019-09-23,0.4928399314643902,1,0
2019-09-25,2019-09-24,0.319790528663011,1,0
2019-09-26,2019-09-25,0.1508842347882118,1,0
2019-09-27,2019-09-26,0.09641803357749414,1,0
2019-09-30,2019-09-27,0.6014909815230977,1,0
2019-10-08,2019-09-30,0.2268908222172999,1,0
2019-10-09,2019-10-08,0.19157495148689047,1,0
2019-10-10,2019-10-09,0.1708078575592983,1,0
2019-10-11,2019-10-10,0.21449900943788006,1,0
2019-10-14,2019-10-11,0.3122175120712073,1,0
2019-10-15,2019-10-14,0.5071567679323375,1,0
2019-10-16,2019-10-15,0.21129746603347102,1,0
2019-10-17,2019-10-16,0.18338793488997387,1,0
2019-10-18,2019-10-17,-0.002619739410799454,1,0
2019-10-21,2019-10-18,-0.1270300329653137,1,0
2019-10-22,2019-10-21,0.04561320138103758,1,0
2019-10-23,2019-10-22,0.12751177319586945,1,0
2019-10-24,2019-10-23,0.47174080901853066,1,0
2019-10-25,2019-10-24,0.49163686331807616,1,0
2019-10-28,2019-10-25,0.43552219851015084,1,0
2019-10-29,2019-10-28,0.32709660467589696,1,0
2019-10-30,2019-10-29,0.21330822494716514,1,0
2019-10-31,2019-10-30,0.005162093989814386,1,0
2019-11-01,2019-10-31,-0.02479242178138281,1,0
2019-11-04,2019-11-01,-0.1062766240270966,1,0
2019-11-05,2019-11-04,-0.5574063837136716,1,0
2019-11-06,2019-11-05,0.19255499243628554,1,0
2019-11-07,2019-11-06,0.2547821564767722,1,0
2019-11-08,2019-11-07,0.06421673179975189,1,0
2019-11-11,2019-11-08,0.3641050419281069,1,0
2019-11-12,2019-11-11,0.3187078420946199,1,0
2019-11-13,2019-11-12,0.3653872956875472,1,0
2019-11-14,2019-11-13,0.7816455908767496,1,0
2019-11-15,2019-11-14,0.7088930250881925,1,0
2019-11-18,2019-11-15,0.6103182807620955,1,0
2019-11-19,2019-11-18,0.5473275027291319,1,0
2019-11-20,2019-11-19,0.4869453963713437,1,0
2019-11-21,2019-11-20,0.6517534452370322,1,0
2019-11-22,2019-11-21,0.7230802677555488,1,0
2019-11-25,2019-11-22,-0.15289421164692268,1,0
2019-11-26,2019-11-25,-0.07626466611333159,1,0
2019-11-27,2019-11-26,-0.020005979892295717,1,0
2019-11-28,2019-11-27,0.3482271823266857,1,0
2019-11-29,2019-11-28,0.7073226165422707,1,0
2019-12-02,2019-11-29,-0.040387018207910325,1,0
2019-12-03,2019-12-02,0.16747772934370725,1,0
2019-12-04,2019-12-03,0.38956989654046037,1,0
2019-12-05,2019-12-04,-0.20201314713448262,1,0
2019-12-06,2019-12-05,-0.48683663614717004,1,0
2019-12-09,2019-12-06,-0.5637549995493276,1,0
2019-12-10,2019-12-09,-0.5675347242772956,1,0
2019-12-11,2019-12-10,-0.5520843551558468,1,0
2019-12-12,2019-12-11,-0.7083589625196087,1,0
2019-12-13,2019-12-12,-0.7824245027728092,1,0
2019-12-16,2019-12-13,-0.30212829738068187,1,0
2019-12-17,2019-12-16,0.016234262261392504,1,0
2019-12-18,2019-12-17,2.7457360118041887,1,0
2019-12-19,2019-12-18,2.452647426337402,1,0
2019-12-20,2019-12-19,2.0346740891058093,1,0
2019-12-23,2019-12-20,1.8176821933730973,1,0
2019-12-24,2019-12-23,1.9805582781735889,1,0
2019-12-25,2019-12-24,1.9562384971475437,1,0
2019-12-26,2019-12-25,2.2857043290083086,1,0
2019-12-27,2019-12-26,2.15458609845131,1,0
2019-12-30,2019-12-27,2.4904678756044496,1,0
2019-12-31,2019-12-30,2.918988221639785,1,0
2020-01-02,2019-12-31,2.089811608939872,1,0
2020-01-03,2020-01-02,1.8532398770981722,1,0
2020-01-06,2020-01-03,1.3034818678299438,1,0
2020-01-07,2020-01-06,1.4313848333298163,1,0
2020-01-08,2020-01-07,0.7950873205948248,1,0
2020-01-09,2020-01-08,0.5466161142935069,1,0
2020-01-10,2020-01-09,0.19971772206955954,1,0
2020-01-13,2020-01-10,-0.0762437453360409,1,0
2020-01-14,2020-01-13,0.5559323546635467,1,0
2020-01-15,2020-01-14,0.43895436031963286,1,0
2020-01-16,2020-01-15,0.3163658734488146,1,0
2020-01-17,2020-01-16,0.16369791496292982,1,0
2020-01-20,2020-01-17,0.3779100082110096,1,0
2020-01-21,2020-01-20,0.07630570754555747,1,0
2020-01-22,2020-01-21,-0.3739047997415076,1,0
2020-01-23,2020-01-22,-1.1165871379135737,0,-1
2020-02-03,2020-01-23,-1.6593878873431076,0,0
2020-02-04,2020-02-03,-0.4917639934532361,0,0
2020-02-05,2020-02-04,-0.6587186092808028,0,0
2020-02-06,2020-02-05,-0.5766982857902716,0,0
2020-02-07,2020-02-06,-0.5809936876214479,0,0
2020-02-10,2020-02-07,-0.5256736085298854,0,0
2020-02-11,2020-02-10,-0.4424986582529554,0,0
2020-02-12,2020-02-11,-0.41720063218622305,0,0
2020-02-13,2020-02-12,-0.34940966193062606,0,0
2020-02-14,2020-02-13,-0.3156827277956099,0,0
2020-02-17,2020-02-14,-0.35053821775188443,0,0
2020-02-18,2020-02-17,-0.31036972064768364,0,0
2020-02-19,2020-02-18,-0.32988728665260647,0,0
2020-02-20,2020-02-19,-0.33473153612645656,0,0
2020-02-21,2020-02-20,-0.14941289816033806,0,0
2020-02-24,2020-02-21,-0.08882792894792654,0,0
2020-02-25,2020-02-24,-0.10792195664928535,0,0
2020-02-26,2020-02-25,-0.05249036477392689,0,0
2020-02-27,2020-02-26,-0.060772264069234375,0,0
2020-02-28,2020-02-27,-0.20647400761833462,0,0
2020-03-02,2020-02-28,0.25677682073608477,0,0
2020-03-03,2020-03-02,0.18254172000786614,0,0
2020-03-04,2020-03-03,0.6689564671684796,0,0
2020-03-05,2020-03-04,0.24220576458930765,0,0
2020-03-06,2020-03-05,0.2712407805027857,0,0
2020-03-09,2020-03-06,-0.1624873867179094,0,0
2020-03-10,2020-03-09,-0.38582455398527105,0,0
2020-03-11,2020-03-10,-0.9423178707514708,0,0
2020-03-12,2020-03-11,-1.1370183522333843,0,0
2020-03-13,2020-03-12,-0.8884854363860061,0,0
2020-03-16,2020-03-13,-1.2337372520542018,0,0
2020-03-17,2020-03-16,-1.3087902635986393,0,0
2020-03-18,2020-03-17,-1.1768759417723504,0,0
2020-03-19,2020-03-18,-0.9990689879076794,0,0
2020-03-20,2020-03-19,-0.6965784448491265,0,0
2020-03-23,2020-03-20,-0.4788884137785656,0,0
2020-03-24,2020-03-23,-0.17778259500909377,0,0
2020-03-25,2020-03-24,0.05727378181419428,0,0
2020-03-26,2020-03-25,0.15314399696602474,0,0
2020-03-27,2020-03-26,0.14917388379565727,0,0
2020-03-30,2020-03-27,0.1859150601096901,0,0
2020-03-31,2020-03-30,0.34349932064332256,0,0
2020-04-01,2020-03-31,0.3013843203836919,0,0
2020-04-02,2020-04-01,0.5695090185875218,0,0
2020-04-03,2020-04-02,0.7908469365851952,0,0
2020-04-07,2020-04-03,0.30110902275117346,0,0
2020-04-08,2020-04-07,0.20552163125172787,0,0
2020-04-09,2020-04-08,0.11627951265344874,0,0
